parentID;ID;code;name;comments;hasGrain;length;width;thickness;quantity;units;coverSide;type;materialType;materialCode;colorCode
356;361;tumma_piirde_otsa_ylapuu_LV WP 3;WP of ;;False;63;19;1;0,063;m;Right;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
339;363;tumma_piirde_otsa_l6petus_LV;;;True;1820;63;19;1;;;Part;;;
363;364;tumma_piirde_otsa_l6petus_LV WP 1;WP of ;;True;1830;73;19;0,134;m²;;Fill Workpiece;Laminated Board;SPP_PLP;TAMM_TAN
363;366;tumma_piirde_otsa_l6petus_LV WP 2;WP of ;;False;40;7;1;0,04;m;Right;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
363;368;tumma_piirde_otsa_l6petus_LV WP 3;WP of ;;False;989;19;1;0,989;m;Front;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
336;370;tumma_piirde_otsa_moodul_LP;;;;;;;1;;;Assembly;;;
370;371;tumma_piirde_otsa_paneel_LP;;;True;1820;570;19;1;;;Part;;;
371;372;tumma_piirde_otsa_paneel_LP WP 1;WP of ;;True;1830;580;19;1,061;m²;;Fill Workpiece;Laminated Board;SPP_PLP;TAMM_TAN
371;374;tumma_piirde_otsa_paneel_LP WP 2;WP of ;;False;1820;19;1;1,82;m;Front;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
371;376;tumma_piirde_otsa_paneel_LP WP 3;WP of ;;False;570;7;1;0,57;m;Right;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
370;378;tumma_piirde_otsa_kilp_LP;;;True;970;551;19;1;;;Part;;;
378;379;tumma_piirde_otsa_kilp_LP WP 1;WP of ;;True;970;551;19;0,534;m²;;Fill Workpiece;Laminated Board;SPP_PLP;TAMM_TAN
378;381;tumma_piirde_otsa_kilp_LP WP 2;WP of ;;False;970;19;1;0,97;m;Front;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
378;383;tumma_piirde_otsa_kilp_LP WP 3;WP of ;;False;551;19;1;0,551;m;Left;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
378;385;tumma_piirde_otsa_kilp_LP WP 4;WP of ;;False;970;19;1;0,97;m;Back;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
370;387;tumma_piirde_otsa_ylapuu_LP;;;True;570;63;19;1;;;Part;;;
387;388;tumma_piirde_otsa_ylapuu_LP WP 1;WP of ;;True;580;73;19;0,042;m²;;Fill Workpiece;Laminated Board;SPP_PLP;TAMM_TAN
387;390;tumma_piirde_otsa_ylapuu_LP WP 2;WP of ;;False;63;19;1;0,063;m;Left;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
387;392;tumma_piirde_otsa_ylapuu_LP WP 3;WP of ;;False;570;19;1;0,57;m;Back;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
370;394;tumma_piirde_otsa_l6petus_LP;;;True;1159;63;19;1;;;Part;;;
394;395;tumma_piirde_otsa_l6petus_LP WP 1;WP of ;;True;1169;73;19;0,085;m²;;Fill Workpiece;Laminated Board;SPP_PLP;TAMM_TAN
394;397;tumma_piirde_otsa_l6petus_LP WP 2;WP of ;;False;1159;19;1;1,159;m;Back;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
394;399;tumma_piirde_otsa_l6petus_LP WP 3;WP of ;;False;63;19;1;0,063;m;Right;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
336;401;tumma_piirde_nurga_moodul;;;;;;;1;;;Assembly;;;
401;402;tumma_piirde_nurga_paneel_V;;;True;1820;960;19;1;;;Part;;;
402;403;tumma_piirde_nurga_paneel_V WP 1;WP of ;;True;1830;970;19;1,775;m²;;Fill Workpiece;Laminated Board;SPP_PLP;TAMM_TAN
402;405;tumma_piirde_nurga_paneel_V WP 2;WP of ;;False;1820;19;1;1,82;m;Front;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
402;407;tumma_piirde_nurga_paneel_V WP 3;WP of ;;False;960;19;1;0,96;m;Right;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
401;409;tumma_piirde_nurga_kilp_V;;;True;1000;970;19;1;;;Part;;;
409;410;tumma_piirde_nurga_kilp_V WP 1;WP of ;;True;970;1010;19;0,98;m²;;Fill Workpiece;Laminated Board;SPP_PLP;TAMM_TAN
409;412;tumma_piirde_nurga_kilp_V WP 2;WP of ;;False;1000;19;1;1;m;Right;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
409;414;tumma_piirde_nurga_kilp_V WP 3;WP of ;;False;1000;19;1;1;m;Left;Cover Workpiece;Edge Band;spoonikant;TAMM_TAN
